,Unnamed: 0,budget,homepage,id,imdb_id,revenue,runtime,language,description,popularity,title,rating,votes,year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8
1623,1623,100000000,http://movies.disney.com/national-treasure,2059,tt0368891,347512318,131,en,"modern treasure hunters, led archaeologist ben gates, search chest riches rumored stashed away george washington, thomas jefferson benjamin franklin revolutionary war  chest's whereabouts may lie secret clues embedded constitution declaration independence, gates race find gold enemies do ",40.259,National Treasure,6.6,5502,2004,Action,Adventure,Mystery,Thriller,,,,
1624,1624,10000000,,214,tt0489270,164874275,114,en,"jigsaw disappeared  along new apprentice amanda, puppet master behind cruel, intricate games terrified community baffled police eluded capture vanished  city detective scrambles locate him, doctor lynn denlon jeff reinhart unaware become latest pawns vicious chessboard ",40.255,Saw III,6.4,3724,2006,Crime,Horror,Thriller,,,,,
1626,1626,0,,657654,,0,86,ko,"local college couple won young jun seok long time graduate, two jun seok already got job nothing graduation graduated vacation lived tokyo  let's go house close senior couple, ari sungho  one day came, ari seong ho fought loud  greet welcomingly, feel cold atmosphere reason  seong ho tells jun suk couple's fight day, sex night, jor explains young couple situation seong ho's husband procrastinates next time  end, won young can't tolerate sexual desires goes seong ho tempt her  happen love two couples ",40.248,Senior Couple And Exchange Sex,1.0,1,2019,Romance,,,,,,,
1627,1627,150000000,,13475,tt0796366,385680446,127,en,"fate galaxy rests hands bitter rivals  one, james kirk, delinquent, thrill seeking iowa farm boy  other, spock, vulcan, raised logic based society rejects emotion  fiery instinct clashes calm reason, unlikely powerful partnership thing capable leading crew unimaginable danger, boldly going one gone before  human adventure begun again ",40.233,Star Trek,7.4,8936,2009,Action,Adventure,ScienceFiction,,,,,
1628,1628,15774948,,55846,tt1297919,15800000,97,en,tough cop dispatched take serial killer targeting police officers ,40.222,Blitz,6.2,1395,2011,Action,Crime,Thriller,,,,,
1631,1631,0,,677115,,0,71,zh,"jin hee female urologist runs urology department patients  one day, new nurse, yeon hee, comes works  however, throws whole body treatment patients unusual professional spirit  fact quickly rumored patients flock in  skilled female doctor jin hee also starts hot treatment save hospital   ",40.191,Female Urologists 2,6.8,6,2020,Drama,Romance,,,,,,
1632,1632,0,,633951,tt14678156,0,109,fr,"paid assassin working biker gangs quebec outsmarts police underworld decades, committing 28 hits 25 years ",40.175,Confessions of a Hitman,7.4,8,2022,Drama,,,,,,,
1633,1633,23000000,http://GreenBookFilm.com,490132,tt6966692,319700000,130,en,"tony lip, bouncer 1962, hired drive pianist shirley tour deep south days african americans, forced find alternate accommodations services due segregation laws mason dixon line, relied guide called negro motorist green book ",40.151,Green Book,8.2,9664,2018,Comedy,Drama,,,,,,
1634,1634,20000000,http://www.getyourrating.com/,34016,tt0815236,49779728,104,en,"starts dating drop dead gorgeous molly, insecure airport security agent kirk can't believe it  friends family share doubts relationship lasting, kirk everything avoid losing molly forever ",40.15,She's Out of My League,6.4,1783,2010,Comedy,Romance,,,,,,
1635,1635,0,,839436,tt13563520,0,88,en,group soldiers taken mountains wales investigate strange looking monster ,40.148,Dragon Fury,6.1,39,2021,Fantasy,Horror,Mystery,,,,,
1637,1637,0,,247136,tt3443488,0,85,ja,"mikage get married youiti next year, agrees live youiti's parents  one day, youiti's father disrobed mikage's kimono raped her  astonishment, fiancé youiti mikage considers true love affair young stepmother  shocked devastated, mikage do ",40.088,The Temptation of Kimono,5.5,9,2009,Drama,Romance,,,,,,
1638,1638,4000000,,215,tt0432348,147748505,89,en,"new murder victim discovered signs jigsaw's hand, detective eric matthews begins full investigation apprehends jigsaw little effort  jigsaw, getting caught another part plan  eight victims already fighting lives time matthews join game ",40.077,Saw II,6.6,4442,2005,Horror,,,,,,,
1639,1639,0,https://www.narcosubthemovie.com/,706972,tt10342228,0,93,en,"man become criminal save family  director  shawn welling writer  derek h  potts stars  tom vera, tom sizemore, lee majors  ",40.051,Narco Sub,6.7,249,2021,Action,Crime,Drama,,,,,
1640,1640,0,,502242,,0,90,ko,"special hair salon satisfy head toe  hyejin, worked hairdresser famous decadent place  first, reluctant served body, moment actively covet guest  hye jin winner winner special know how president  new sex machine zhuhei begins take guests tireless stamina ",40.049,Beauty Salon: Special Service 2,5.5,2,2018,Romance,,,,,,,
1641,1641,60000000,,137094,tt1205537,135511030,105,en,"jack ryan, young covert cia analyst, uncovers russian plot crash u s  economy terrorist attack ",40.008,Jack Ryan: Shadow Recruit,6.1,2529,2014,Action,Drama,Thriller,,,,,
1643,1643,110000000,https://www.20thcenturystudios.com/movies/the-a-team,34544,tt0429493,177238796,117,en,"group iraq war veterans goes run u s  military forces try clear names framed crime commit  along way, col  hannibal smith, capt  h m  ‘howling mad’ murdock , sgt  bosco ‘b a ’ baracus, lt  templeton ‘faceman’ peck help various people encounter ",39.988,The A-Team,6.4,4077,2010,Action,Adventure,Comedy,Crime,Thriller,,,
1644,1644,15000000,http://www.scoutsandzombiesmovie.com/,273477,tt1727776,14860766,93,en,"three scouts lifelong friends join forces one badass cocktail waitress become world’s unlikely team heroes  peaceful town ravaged zombie invasion, they’ll fight badge lifetime put scouting skills test save mankind undead ",39.979,Scouts Guide to the Zombie Apocalypse,6.5,1600,2015,Comedy,Horror,,,,,,
1648,1648,0,https://www.netflix.com/title/81026819,727745,tt12783454,0,112,en,"it’s summer elle heads college, secret decision make  elle accepted harvard, boyfriend noah matriculating, also berkeley, bff lee headed decide stay not ",39.872,The Kissing Booth 3,7.1,1585,2021,Comedy,Romance,,,,,,
1649,1649,3500000,http://a24films.com/films/witch/,310131,tt4263482,40423945,92,en,"1630, farmer relocates family remote plot land edge forest strange, unsettling things happen  suspicion paranoia mounting, family member's faith, loyalty love tested shocking ways ",39.845,The Witch,6.9,5939,2015,Drama,Fantasy,Horror,Mystery,,,,
1650,1650,0,http://redcon1film.co.uk/,485811,tt2034176,0,117,en,"zombie apocalypse spreads london prison, uk brought knees  spread virus temporarily contained but, without cure, it’s matter time breaks boundaries biggest problem all… zombies combat skills enhanced  south east england quarantined rest world using fortified borders, intelligence finds scientist responsible outbreak alive well london  recovery hope cure, squad eight special forces soldiers sent suicide mission city, ruled undead, single task  get alive within 72 hours means necessary  emerges unlikely pairing course save humanity ever rising odds ",39.823,Redcon-1,5.6,248,2018,Action,Horror,ScienceFiction,,,,,
1653,1653,25000000,,9286,tt0414982,118890272,93,en,"student's premonition deadly rollercoaster ride saves life lucky few, death   seeks escaped fate ",39.727,Final Destination 3,6.1,3242,2006,Horror,Mystery,,,,,,
1655,1655,25000000,https://www.candymanmovie.com/,565028,tt9347730,77411570,91,en,"anthony partner move loft gentrified cabrini green  chance encounter old timer exposes anthony true story behind candyman, unknowingly opens door complex past unravels sanity unleashes terrifying wave violence ",39.671,Candyman,6.1,1185,2021,Horror,Mystery,Thriller,,,,,
1656,1656,0,,553604,tt1838556,31220247,99,en,"bank robber tries turn he's falling love wants live honest life   but realizes feds corrupt him, must fight back clear name ",39.659,Honest Thief,6.5,1380,2020,Action,Crime,Drama,Thriller,,,,
1658,1658,160000000,http://www.warcraft-themovie.com/,68735,tt0803096,433677183,123,en,"peaceful realm azeroth stands brink war civilization faces fearsome race invaders  orc warriors fleeing dying home colonize another  portal opens connect two worlds, one army faces destruction faces extinction  opposing sides, two heroes set collision course decide fate family, people, home ",39.643,Warcraft,6.3,6023,2016,Action,Adventure,Fantasy,,,,,
1659,1659,30000000,https://www.thelittlethingsmovie.com,602269,tt10016180,29942746,128,en,"deputy sheriff joe  deke  deacon joins forces sgt  jim baxter search serial killer who's terrorizing los angeles  track culprit, baxter unaware investigation dredging echoes deke's past, uncovering disturbing secrets could threaten case ",39.604,The Little Things,6.3,1900,2021,Crime,Drama,Thriller,,,,,
1660,1660,275576,http://www.dogtooth.gr/,38810,tt1379182,110197,98,el,"three teenagers confined isolated country estate could well another planet  trio spend days listening endless homemade tapes teach whole new vocabulary  word comes beyond family abode instantly assigned new meaning  hence 'the sea' refers large armchair 'zombies' little yellow flowers  invented brother claim ostracized disobedience, uber controlling parents terrorize offspring submission ",39.577,Dogtooth,7.1,1782,2009,Drama,,,,,,,
1661,1661,10000000,http://www.meetnorbit.com/,9757,tt0477051,159313561,102,en,"mild mannered guy engaged monstrous woman meets woman dreams, schemes find way her ",39.531,Norbit,5.6,1961,2007,Comedy,,,,,,,
1663,1663,19000000,,10065,tt0384806,108047131,90,en,"hair raising remake 1979 horror hit depicts ordeal lutz clan, whose new home gory past legacy demons  long, family patriarch plagued nightmares daughter seeing phantoms ",39.524,The Amityville Horror,6.1,1893,2005,Horror,,,,,,,
1664,1664,0,,253046,tt3290276,0,90,en,"gritty coming age thriller young girl sent juvenile prison murder abusive step father  film follows anna nix's journey dark world girls jail discovers complex relationships, drugs, mental illness eventual search redemption ",39.49,Jailbait,5.0,87,2014,Crime,Drama,Thriller,,,,,
1665,1665,3400000,,587272,tt9427166,15894372,95,es,"javier dubbed  husband in law   without taking care care house children all, knows exactly needs done, continuously collects sum sentences type   it organize ,  do get nervous , already consider overflowing woman drowns glass water  javier face reality dealing five children  between four twelve years old  wife decides go trip leave alone them  chaotic situation takes place home progressively evolve ecologically absolute disaster, time give parents children opportunity meet enjoy first time ",39.482,Father There Is Only One,7.7,603,2019,Comedy,,,,,,,
1666,1666,70000000,,201088,tt2717822,17752940,133,en,"nicholas hathaway, furloughed convict, american chinese partners hunt high level cybercrime network chicago los angeles hong kong jakarta  hathaway closes in, stakes become personal discovers attack chinese nuclear power plant beginning ",39.482,Blackhat,5.5,1783,2015,Action,Crime,Thriller,,,,,
1667,1667,25000000,http://theluckyonemovie.warnerbros.com/,77877,tt1327194,99357138,101,en,marine travels louisiana serving three tours iraq searches unknown woman believes good luck charm war ,39.479,The Lucky One,7.1,3149,2012,Drama,Romance,,,,,,
1668,1668,0,,834742,tt14726510,0,95,en,"young man’s difficult entry adulthood, experiences highs lows first love, dealing familial fallout spurred financial crisis 2008 ",39.477,First Love,6.0,74,2022,Drama,Romance,,,,,,
1671,1671,0,,763788,tt3876910,0,99,en,"reformed sociopath heads remote island death brother  soon arrival, island falls siege deadly gang mercenaries, discovers role brother’s demise, sets relentless quest vengeance ",39.445,Dangerous,6.2,353,2021,Action,Thriller,,,,,,
1672,1672,125000000,http://www.welcometorecall.com/,64635,tt1386703,198802074,121,en,"welcome rekall, company turn dreams real memories  factory worker named douglas quaid, even though he's got beautiful wife loves, mind trip sounds like perfect vacation frustrating life   real memories life super spy might needs  procedure goes horribly wrong, quaid becomes hunted man  finding run police   controlled chancellor cohaagen, leader free world   quaid teams rebel fighter find head underground resistance stop cohaagen  line fantasy reality gets blurred fate world hangs balance quaid discovers true identity, true love, true fate ",39.439,Total Recall,6.0,4861,2012,Action,ScienceFiction,Thriller,,,,,
1673,1673,130000,,83,tt0374102,54667954,79,en,"two divers left sea without boat  there’s nothing water miles, unless look what’s underneath them   ",39.422,Open Water,5.5,916,2004,Drama,Horror,Thriller,,,,,
1674,1674,0,https://cherimaho-movie.com,926916,tt19632738,0,104,ja,"adachi kurosawa relationship  happily dating enjoying office romance, adachi offered job transfer  adachi happy chance work wants, new job far away nagasaki, 1200 km away  love happy ending ",39.41,Cherry Magic! THE MOVIE,6.2,5,2022,Comedy,Romance,,,,,,
1675,1675,13000000,http://www.call-movie.com/,158011,tt1911644,68572378,94,en,"jordan turner experienced 911 operator makes error judgment call ends badly, jordan rattled unsure continue  teenager casey welson abducted back man's car calls 911, jordan one called upon use experience, insights quick thinking help casey escape, save her, make sure man brought justice ",39.386,The Call,6.8,2612,2013,Crime,Thriller,,,,,,
1676,1676,6000000,,792,tt0091763,138530565,120,en,"young naive recruit vietnam, chris taylor faces moral crisis confronted horrors war duality man ",39.377,Platoon,7.8,3790,1986,Action,Drama,War,,,,,
1679,1679,0,http://www.shingeki-seyo.com/,295830,tt2072230,0,98,ja,"100 years ago, titans suddenly appeared earth  soon, human civilization veered collapse due titans  humans built giant wall defend themselves  within giant walls, humans lived peace, but, 100 years later, giant wall broken ",39.348,Attack on Titan,6.0,636,2015,Action,Fantasy,Horror,ScienceFiction,,,,
1682,1682,5000000,http://www.insidiousch2.com/,91586,tt2226417,161000000,106,en,haunted lambert family seeks uncover mysterious childhood secret left dangerously connected spirit world ,39.319,Insidious: Chapter 2,6.7,3606,2013,Horror,Thriller,,,,,,
1683,1683,0,https://www.bantumama.com/,796765,tt13834196,0,77,fr,"french woman african descent manages escape arrested dominican republic  finds shelter dangerous district santo domingo, taken group children  becoming protégée maternal figure, see destiny change inexorably ",39.298,Bantú Mama,5.0,2,2022,Drama,,,,,,,
1684,1684,2000,,387844,tt6255828,8000,97,ko,ha yeong successful psychologist  one day gets secretive request sister ha joo  apparently ha joo's husband woo seong refusing sex  ha yeong agrees couple therapist finds brother in law actually sexual desires sister   ,39.292,Nice Sister-In-Law,5.1,16,2015,Drama,Romance,,,,,,
1685,1685,17700000,,581387,tt11285908,61321941,128,ko,group unlikely heroes across korean peninsula try save day volcano erupts mythical majestic baekdu mountain ,39.289,Ashfall,6.8,463,2019,Action,Adventure,Thriller,,,,,
1686,1686,94000000,http://www.tombraidermovie.com/,338970,tt1365519,274650803,118,en,"lara croft, fiercely independent daughter missing adventurer, must push beyond limits finds island father disappeared ",39.25,Tomb Raider,6.4,6967,2018,Action,Adventure,Fantasy,,,,,
1688,1688,0,,998558,tt21237578,0,93,tl,online content moderator deletes suicide video made co worker  otherwise desensitized woman cannot escape either troubled past mysterious vengeful presence ,39.192,Deleter,5.0,2,2022,Horror,Thriller,,,,,,
1689,1689,95000000,,68737,tt1121096,114178613,102,en,"john gregory, seventh son seventh son also local spook, protected country witches, boggarts, ghouls manner things go bump night  however john young anymore, seeking apprentice carry trade  failed survive  last hope young farmer's son named thomas ward  survive training become spook many others couldn't ",39.182,Seventh Son,5.5,2256,2014,Adventure,Fantasy,,,,,,
1691,1691,0,,852448,tt15083184,0,110,en,"rebellious young graffiti artist, targets homes wealthy elite, discovers shocking secret leads journey endangering closest him ",39.16,I Came By,6.4,443,2022,Thriller,,,,,,,
1692,1692,113000000,http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,1895,tt0121766,850000000,140,en,evil darth sidious enacts final plan unlimited power    heroic jedi anakin skywalker must choose side ,39.16,Star Wars: Episode III - Revenge of the Sith,7.4,12014,2005,Action,Adventure,ScienceFiction,,,,,
1693,1693,16000000,,11397,tt0277371,66468332,89,en,"bet, gridiron hero john hughes high school sets turn bespectacled plain jane beautiful popular prom queen outrageous send up teen movies 1980s '90s ",39.152,Not Another Teen Movie,5.8,1710,2001,Comedy,,,,,,,
1694,1694,125000000,http://sherlockholmes2.warnerbros.com/index.html,58574,tt1515091,334615000,129,en,"new criminal mastermind large  professor moriarty  holmes’ intellectual equal, capacity evil lack conscience may give advantage detective ",39.145,Sherlock Holmes: A Game of Shadows,7.1,9342,2011,Action,Adventure,Crime,Mystery,,,,
1696,1696,75000000,http://www.thehungergames.movie/,70160,tt1392170,694394724,142,en,"every year ruins north america, nation panem forces twelve districts send teenage boy girl compete hunger games  part twisted entertainment, part government intimidation tactic, hunger games nationally televised event  tributes  must fight one another one survivor remains  pitted highly trained tributes prepared games entire lives, katniss forced rely upon sharp instincts well mentorship drunken former victor haymitch abernathy  she’s ever return home district 12, katniss must make impossible choices arena weigh survival humanity life love  world watching ",39.075,The Hunger Games,7.2,19775,2012,Adventure,Fantasy,ScienceFiction,,,,,
1697,1697,30000000,,574060,tt8368408,1015760,114,en,"protect 8 year old girl, dangerous assassin reunites mother lethal associates take ruthless crime syndicate army henchmen ",39.06,Gunpowder Milkshake,6.4,737,2021,Action,Crime,Thriller,,,,,
1698,1698,60000000,https://www.sonypictures.com/movies/themortalinstrumentscityofbones,123553,tt1538403,95396573,130,en,"new york city, clary fray, seemingly ordinary teenager, learns descended line shadowhunters   half angel warriors protect humanity evil forces  mother disappears, clary joins forces group shadowhunters enters downworld, alternate realm filled demons, vampires, host creatures  clary companions must find protect ancient cup holds key mother's future ",39.032,The Mortal Instruments: City of Bones,6.4,4146,2013,Action,Fantasy,Mystery,,,,,
1699,1699,16000000,,10781,tt0420294,107363905,91,en,"chrissie friends set road trip final fling one shipped vietnam  along way, bikers harass foursome cause accident throws chrissie vehicle  lawman arrives scene kills one bikers brings chrissie's friends hewitt homestead, young leatherface learning tools terror ",39.011,The Texas Chainsaw Massacre: The Beginning,6.1,1479,2006,Horror,Thriller,,,,,,
1700,1700,125000000,https://chaoswalking.movie,412656,tt2076822,26943020,109,en,"two unlikely companions embark perilous adventure badlands unexplored planet try escape dangerous disorienting reality, inner thoughts seen heard everyone ",38.996,Chaos Walking,6.7,1927,2021,ScienceFiction,,,,,,,
1701,1701,7000000,https://www.mgm.com/movies/rocky-ii,1367,tt0079817,85182160,119,en,"rocky goes distance champ apollo creed, try put fight behind move on  rocky settles adrian can't put life together outside ring, creed seeks rematch restore reputation  soon enough,  master disaster   italian stallion  set collision course climactic battle brutal unforgettable ",38.978,Rocky II,7.2,3607,1979,Drama,,,,,,,
1704,1704,15000000,http://www.theofficialjohncarpenter.com/the-thing/,1091,tt0084787,19629760,109,en,"team american scientists investigate empty, destroyed base norwegian counterparts antarctica, discover terrifying life force take form prey ",38.929,The Thing,8.0,5731,1982,Horror,Mystery,ScienceFiction,,,,,
1705,1705,30000000,,120467,tt2278388,174600318,100,en,"grand budapest hotel tells legendary concierge famous european hotel wars friendship young employee becomes trusted protégé  story involves theft recovery priceless renaissance painting, battle enormous family fortune slow sudden upheavals transformed europe first half 20th century ",38.925,The Grand Budapest Hotel,8.1,12920,2014,Comedy,Drama,,,,,,
1706,1706,120000000,https://www.20thcenturystudios.com/movies/life-of-pi,87827,tt0454876,609016565,127,en,"story indian boy named pi, zookeeper's son finds company hyena, zebra, orangutan, bengal tiger shipwreck sets adrift pacific ocean ",38.914,Life of Pi,7.4,11938,2012,Adventure,Drama,,,,,,
1707,1707,0,https://www.vivamax.net/movie/T98733,1047622,tt24221454,0,86,tl,"thea, rene’s wife, always invites man, geoff, dinner make house  new woman, camille, enters picture, thea’s wild crazy gameplay changes ",38.91,Laruan,4.0,2,2022,Drama,,,,,,,
1708,1708,18000000,https://www.netflix.com/title/81453003,641501,tt10345590,0,101,fr,"paris 2020  superheroes assimilated parisian society, discover new drug gives personal superpowers mere mortals  lieutenants moreau schaltzmann investigating case support two ex superheroes, monte carlo callista  they'll whatever takes dismantle traffic  moreau's past resurfaces, investigation becomes complicated ",38.884,How I Became a Superhero,6.2,422,2020,Action,Adventure,Comedy,ScienceFiction,Thriller,,,
1710,1710,150000000,http://www.benjaminbutton.com/,4922,tt0421715,335802786,166,en,"born unusual circumstances  begins curious case benjamin button, adapted 1920s story f  scott fitzgerald man born eighties ages backwards  man, like us, unable stop time  follow story, set new orleans, end world war 1918 21st century, following journey unusual man's life be  benjamin button, grand tale not so ordinary man people places discovers along way, loves finds, joys life sadness death, lasts beyond time ",38.843,The Curious Case of Benjamin Button,7.6,11235,2008,Drama,Fantasy,Romance,,,,,
1711,1711,0,https://www.netflix.com/title/81334749,591274,tt9701940,0,110,en,"1978, two rival groups camp nightwing must band together solve terrifying mystery horrors towns' history come alive ",38.831,Fear Street: 1978,7.3,1475,2021,Horror,Mystery,,,,,,
1712,1712,2500000,http://www.clubcultura.com/clubcine/clubcineastas/isabelcoixet/mividasinmi/index.htm,20,tt0314412,12300000,106,en,fatally ill mother two months live creates list things wants dies without telling family illness ,38.808,My Life Without Me,5.9,392,2003,Drama,Romance,,,,,,
1715,1715,2000000,,966,tt0054047,4905000,128,en,oppressed mexican peasant village hires seven gunfighters help defend homes ,38.77,The Magnificent Seven,7.5,1478,1960,Action,Adventure,Western,,,,,
1716,1716,0,http://www.whatisannwyn.co.uk/,17,tt0411267,6593579,87,en,"adèlle goes wales daughter sarah try patch things sarah's father, visit turns tragic daughter disappears ocean  then, young girl named ebrill, eerily resembles daughter, shows claiming she’s dead 60 years   sarah taken welsh underworld ",38.755,The Dark,5.8,223,2005,Horror,Mystery,Thriller,,,,,
1720,1720,2000000,,270303,tt3235888,14674076,101,en,"carefree teenager jay sleeps older boyfriend first time, learns latest recipient fatal curse passed victim victim via sexual intercourse  death, jay learns, creep inexorably toward either friend stranger  jay's friends believe seemingly paranoid ravings, begin see phantom assassins band together help defend herself ",38.664,It Follows,6.6,5555,2014,Horror,Mystery,,,,,,
1721,1721,0,,221912,tt0202543,0,81,cn,"cia agent turned hiv positive sexual predator daniel  ben ng  uses wealth collection high tech gadgets prey unsuspecting women  arranging prison breakout notorious rapists  rain killer  chan kok wan  ankee leung   tuen mun rapist  ko sheung wai   chan chi fai , daniel invites men ravage two women chained basement  next sets sights kwan shi han  suki kwan , romance novelist next door, but, first, preys movie star friend, icy  yeung fan   desperate lead, police consult semi reformed deviant known  the human milk drinking doctor   anthony wong , used prey lactating women controls sexual urges working porno theatre projectionist ",38.661,Raped by an Angel 4: The Rapist's Union,5.8,4,1999,Thriller,,,,,,,
1723,1723,15000000,,1562,tt0463854,65048678,100,en,"inhabitants british isles lost battle onslaught disease, deadly rage virus killed every citizen there  six months later, group americans dare set foot isles, convinced danger come gone  soon becomes clear scourge continues live, waiting pounce next victims ",38.641,28 Weeks Later,6.6,3591,2007,Horror,ScienceFiction,Thriller,,,,,
1725,1725,47000000,http://jonah-hex.warnerbros.com/,20533,tt1075747,10539000,81,en,"gunslinger jonah hex appointed president ulysses grant track terrorist quentin turnbull, former confederate officer determined unleashing hell earth  jonah secures freedom accepting task, also gets revenge man slayed wife child ",38.59,Jonah Hex,4.9,1245,2010,Action,Drama,Fantasy,Thriller,Western,,,
1726,1726,6000000,http://www.foxsearchlight.com/readyornot/,567609,tt7798634,57615777,95,en,bride's wedding night takes sinister turn eccentric new in laws force take part terrifying game ,38.587,Ready or Not,7.1,3506,2019,Comedy,Horror,Thriller,,,,,
1727,1727,21000000,,10591,tt0265208,31635150,110,en,"exceptionally ambitious high schooler matthew aspirations career politics falls love gorgeous 19 year old neighbor, danielle  matthew's bright future jeopardized finds danielle porn star  danielle's past catches her, matthew's love forces re evaluate goals ",38.581,The Girl Next Door,6.7,2922,2004,Comedy,Romance,,,,,,
1728,1728,0,https://www.nikkatsu.com/movie/25219.html,105905,tt0287700,0,72,ja,roman porno 1973 ,38.552,Naked Rashomon,6.7,3,1973,Drama,Romance,,,,,,
1729,1729,30000000,https://www.warnerbros.com/movies/full-metal-jacket,600,tt0093058,46357676,117,en,pragmatic u s  marine observes dehumanizing effects u s  vietnam war fellow recruits brutal boot camp training bloody street fighting hue ,38.544,Full Metal Jacket,8.1,9029,1987,Drama,War,,,,,,
1730,1730,90000000,http://www.thelastwitchhunter.movie/,274854,tt1618442,146936910,106,en,"modern world holds many secrets, far astounding witches still live among us  vicious supernatural creatures intent unleashing black death upon world putting end human race all  armies witch hunters battled unnatural enemy centuries, including kaulder, valiant warrior many years ago slayed all powerful witch queen, decimating followers process  moments right death, queen cursed kaulder immortality, forever separating beloved wife daughter  today, kaulder last living hunter spent immortal life tracking rogue witches, yearning long lost family ",38.532,The Last Witch Hunter,5.9,3217,2015,Action,Adventure,Fantasy,,,,,
1732,1732,90000000,,8358,tt0162222,429632142,143,en,"chuck nolan, top international manager fedex, kelly, ph d  student, love heading towards marriage  chuck's plane malaysia crashes sea terrible storm  he's survivor, finds marooned desolate island  way escape, chuck must find ways survive new home ",38.513,Cast Away,7.7,9891,2000,Adventure,Drama,,,,,,
1737,1737,31000000,,296099,tt1524930,104384188,99,en,"hoping bring family closer together recreate childhood vacation kids, grown rusty griswold takes wife two sons cross country road trip coolest theme park america, walley world  needless say, things go quite planned ",38.414,Vacation,6.3,3287,2015,Comedy,,,,,,,
1740,1740,0,https://www.vivamax.net/movie/T97886#/extra,931599,tt18264266,0,107,tl,take peek life unhappy housewife finds passionate love neighbor affair brings closer fire ,38.365,Peek at the Fire,6.0,21,2022,Drama,,,,,,,
1744,1744,0,,523936,tt5752192,700000,91,fr,"getting car ride unknown man, lisa wakes tube  arm strapped bracelet countdown  quickly understands every 8 minutes, fire burns occupied section  choice crawl safe sections survive  know she’s get out, lisa face memories dead daughter…",38.329,Meander,6.1,322,2021,Drama,Horror,ScienceFiction,Thriller,,,,
1747,1747,0,http://www.stonehearstasylum.com,207933,tt1772264,2478806,112,en,"harvard medical school graduate takes position mental institution soon becomes obsessed female mental patient, idea recent horrifying staffing change ",38.301,Stonehearst Asylum,6.8,1198,2014,Horror,Mystery,Thriller,,,,,
1748,1748,0,https://neonrated.com/films/crimes-of-the-future,819876,tt14549466,4400000,107,en,"humans adapt synthetic environment, new transformations mutations  partner caprice, saul tenser, celebrity performance artist, publicly showcases metamorphosis organs avant garde performances ",38.298,Crimes of the Future,6.3,598,2022,Drama,Horror,ScienceFiction,,,,,
1750,1750,20500000,,17692,tt0085750,87987055,99,en,"third film series follows group marine biologists attempting capture young great white shark wandered florida's sea world park  however, later discovered shark's 35 foot mother also guest sea world  follows shark wreaking havoc visitors park ",38.237,Jaws 3-D,4.4,1044,1983,Horror,Thriller,,,,,,
1751,1751,6300000,,614696,tt10620868,13416285,98,ko,"grisly virus rampages city, lone man stays locked inside apartment, digitally cut seeking help desperate find way out ",38.232,#Alive,7.3,1419,2020,Action,Horror,Thriller,,,,,
1753,1753,0,,736545,tt16303830,0,95,ko,"woo ri, 32, ja young, 28, dislike alone particular anxieties comes dating, meet app ",38.198,Nothing Serious,6.9,16,2021,Comedy,Romance,,,,,,
1754,1754,0,,27098,tt0113720,0,130,sv,"stig 15 year old pupil 37 year old teacher viola  attracted beauty maturity drawn youth innocence, godsent relief drunk miserable husband ",38.198,All Things Fair,6.4,95,1995,Drama,Romance,War,,,,,
1755,1755,150000000,http://www.wrathofthetitansmovie.org,57165,tt1646987,301970083,99,en,"perseus tries live quieter life village fisherman   dangerously weakened humanity's lack devotion   gods losing control long imprisoned titans ferocious leader, kronos ",38.192,Wrath of the Titans,5.7,3707,2012,Adventure,Fantasy,,,,,,
1756,1756,84000000,http://thegreatestshowman.com/,316029,tt1485796,432844677,105,en,"story american showman p t  barnum, founder circus became famous traveling ringling bros  barnum   bailey circus ",38.178,The Greatest Showman,7.9,8438,2017,Drama,,,,,,,
1757,1757,130000000,https://www.sonypictures.com/movies/afterearth,82700,tt1815862,243843127,100,en,"one thousand years cataclysmic events forced humanity's escape earth, nova prime become mankind's new home  legendary general cypher raige returns extended tour duty estranged family, ready father 13 year old son, kitai  asteroid storm damages cypher kitai's craft, crash land unfamiliar dangerous earth  father lies dying cockpit, kitai must trek across hostile terrain recover rescue beacon  whole life, kitai wanted nothing soldier like father  today, gets chance ",38.144,After Earth,5.2,5955,2013,Action,Adventure,ScienceFiction,,,,,
1758,1758,40000000,http://www.TheFinalDestinationMovie.com/,19912,tt1144884,186167139,82,en,"young man's premonition deadly race car crash helps saves lives peers, death sets collect evaded end ",38.144,The Final Destination,5.6,2725,2009,Horror,Mystery,,,,,,
1759,1759,23000000,https://www.paramountmovies.com/movies/jiu-jitsu,590706,tt9624766,99924,102,en,"every six years, ancient order jiu jitsu fighters joins forces battle vicious race alien invaders  celebrated war hero goes defeat, fate planet mankind hangs balance ",38.1,Jiu Jitsu,4.9,518,2020,Action,Fantasy,ScienceFiction,,,,,
1762,1762,120000000,,1894,tt0121765,649398328,142,en,"following assassination attempt senator padmé amidala, jedi knights anakin skywalker obi wan kenobi investigate mysterious plot could change galaxy forever ",38.059,Star Wars: Episode II - Attack of the Clones,6.5,11597,2002,Action,Adventure,ScienceFiction,,,,,
1763,1763,0,,776797,tt13872248,0,99,zh,"young couple pushed limits sanity attempt reunited amid chaos pandemic outbreak  streets erupt violence depravity, infected driven enact cruel ghastly things imaginable ",38.05,The Sadness,6.7,431,2021,Horror,Thriller,,,,,,
