,Unnamed: 0,budget,homepage,id,imdb_id,revenue,runtime,language,description,popularity,title,rating,votes,year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8
3965,3965,3000000,https://trustnordisk.com/movie/speak-no-evil,833339,tt14253846,623462,97,da,danish family visits dutch family met holiday  supposed idyllic weekend slowly starts unraveling danes try stay polite face unpleasantness ,22.253,Speak No Evil,6.8,190,2022,Drama,Horror,Thriller,,,,,
3966,3966,0,,70642,tt0081461,0,86,de,last infamous german  schoolgirl report  movies  story involves bunch teenagers teacher rehearsing  romeo juliet  discussing tales modern love ,22.25,Schoolgirl Report Part 13: Don't Forget Love During Sex,4.4,16,1980,Comedy,Drama,,,,,,
3969,3969,0,,826218,tt13241688,0,110,es,"juanjo  antonio pagudo  forty year old man who, despite low self esteem due baldness, wife, inma  eva ugarte , obsessed image aesthetics, charge making complex it  hand, friend sebas  carlos librado  nene   affected lack hair willing whatever takes regain younger version, something affects ex wife, sofía  amaia salamanca  , daughters  ready anything, get little trouble get money allow travel turkey hair transplant  istanbul meet rayco  tomy aguilera , young reggaeton singer great success, discovering alopecia concert, needs urgent hair transplant  way, three try seek happiness aesthetics, perhaps discover something far beyond physical ",22.239,Por los pelos,7.3,19,2022,Comedy,,,,,,,
3970,3970,0,,14636,tt0443473,8642858,113,en,"jack conrad awaiting death penalty corrupt central american prison   purchased  wealthy television producer taken desolate island must fight death nine condemned killers corners world, freedom going sole survivor ",22.237,The Condemned,6.0,656,2007,Action,Thriller,,,,,,
3973,3973,10000000,,77805,tt1426329,1585582,92,en,"story linda lovelace, used abused porn industry behest coercive husband, taking control life ",22.226,Lovelace,6.0,583,2013,Drama,,,,,,,
3974,3974,42000000,,37233,tt0106918,270248367,155,en,"mitch mcdeere young man promising future law  sit bar exam, approached 'the firm' made offer refuse  seduced money gifts showered him, totally oblivious sinister side company  then, two associates murdered  fbi contact him, asking information suddenly life ruined  choice   work fbi, stay firm  either way lose life knows it  mitch figures way follow plan   ",22.226,The Firm,6.7,1670,1993,Drama,Mystery,Thriller,,,,,
3977,3977,0,,511617,tt7392070,0,123,ja,"kôichi japanese man living alone berlin  job hardly friends  one night kôichi meets ryota bar also sex club  ryota came berlin visit german guy  met  dating app  high hopes romance  and marriage   quickly crushed since german interested sex, even letting ryota stay night  ryota ended spending night dark room sex club  kôichi reason lets ryota stay apartment  sex  ryota goes almost everyday get laid various local men comes home kôichi's  increasingly caught strange feeling akin quite frustration curiosity  needless say, even close love , kôichi gradually gives sex ryota ",22.221,Berlin Drifters,4.6,8,2017,Drama,,,,,,,
3978,3978,6500000,http://www.crashfilm.com,1640,tt0375679,98410061,112,en,"post sept  11 los angeles, tensions erupt lives brentwood housewife, district attorney husband, persian shopkeeper, two cops, pair carjackers korean couple converge 36 hour period ",22.215,Crash,7.2,2993,2005,Drama,,,,,,,
3979,3979,0,http://aurafilms.com.ar/product/terrified/,489430,tt7549892,0,88,es,police commissioner funes three researchers supernatural phenomena investigate inexplicable events occurring suburbs buenos aires ,22.209,Terrified,6.6,420,2018,Horror,,,,,,,
3981,3981,75000000,,9506,tt0305224,195745823,106,en,"small misunderstanding aboard airplane escalates control, timid businessman dave buznik ordered court undergo anger management therapy hands specialist dr  buddy rydell  buddy steps aggressive treatment moving in, dave goes mild wild unorthodox treatment wreaks havoc life ",22.205,Anger Management,6.1,2662,2003,Comedy,,,,,,,
3982,3982,3800000,,103663,tt2106476,18309793,116,da,"teacher lives lonely life, struggling son’s custody  life slowly gets better finds love receives good news son, new luck brutally shattered innocent little lie ",22.204,The Hunt,8.1,3368,2012,Drama,,,,,,,
3983,3983,10000000,,9355,tt0089530,36230219,107,en,"mad max becomes pawn decadent oasis technological society, exiled, becomes deliverer colony children ",22.196,Mad Max Beyond Thunderdome,6.2,2344,1985,Action,Adventure,ScienceFiction,,,,,
3984,3984,25000000,,1164,tt0449467,135330182,143,en,"babel, tragic incident involving american couple morocco sparks chain events four families different countries throughout world  struggle overcome isolation, fear, displacement, character discovers family ultimately provides solace  remote sands moroccan desert, rifle shot rings detonating chain events link american tourist couples frantic struggle survive, two moroccan boys involved accidental crime, nanny illegally crossing mexico two american children japanese teen rebel whose father sought police tokyo  separated clashing cultures sprawling distances, four disparate groups people nevertheless hurtling towards shared destiny isolation grief ",22.195,Babel,7.2,3199,2006,Drama,,,,,,,
3985,3985,0,,59940,tt0271884,0,93,en,"alan wendy barnet married long enough excitement gone relationship, they're looking way put spice back lives  placing personal ad looking another couple interested swapping mates, barnets led zebra lounge, meet jack louise bauer, pair seasoned erotic adventurers  barnets find swinging scene exciting first, soon decide may harm good marriage  easing bauers lives proves neither simple safe ",22.194,Zebra Lounge,3.9,27,2001,Thriller,,,,,,,
3986,3986,15000000,,11683,tt0418819,47074133,93,en,"world full zombies survivors barricaded inside walled city keep living dead  wealthy hide skyscrapers chaos rules streets, rest survivors must find way stop evolving zombies breaking city ",22.192,Land of the Dead,6.2,1314,2005,Horror,ScienceFiction,Thriller,,,,,
3990,3990,8000000,,504,tt0340855,60378584,110,en,"emotionally scarred highway drifter shoots sadistic trick rapes her, ultimately becomes united states' first female serial killer ",22.175,Monster,7.2,1962,2003,Crime,Drama,,,,,,
3991,3991,70000000,,49017,tt0829150,217124280,92,en,"vlad tepes great hero, learns sultan preparing battle needs form army 1,000 boys, vows find way protect family  vlad turns dark forces order get power destroy enemies agrees go hero monster he's turned mythological vampire, dracula ",22.174,Dracula Untold,6.4,5437,2014,Action,Drama,Fantasy,Horror,War,,,
3992,3992,75000000,,9359,tt0110478,183031272,127,en,"maverick gambler would rather con someone fight them, needs additional three thousand dollars order enter winner takes all poker game begins days, joins forces woman gambler marvellous southern accent, two try enter game ",22.165,Maverick,6.8,1326,1994,Action,Adventure,Comedy,Drama,Western,,,
3993,3993,70000000,,3093,tt0430912,38629478,114,en,"novelist catherine tramell trouble law, scotland yard appoints psychiatrist dr  michael glass evaluate her  though, like detective nick curran him, glass entranced tramell lured seductive game ",22.164,Basic Instinct 2,5.1,633,2006,Crime,Mystery,Thriller,,,,,
3994,3994,17500000,http://www.taxi4-lefilm.com/,2335,tt0804540,65125001,91,fr,"extradited africa stand trial, notorious belgian criminal entrusted marseilles police department less 24 hours  wily crook convinces bumbling policeman emilien he's lowly belgian embassy employee got railroaded brilliant master criminal ",22.161,Taxi 4,5.6,1049,2007,Action,Comedy,,,,,,
3995,3995,0,https://www.netflix.com/title/81504320,745376,tt4181158,0,83,en,"clare aidan, making pact would break college, find retracing steps relationship last evening couple  epic date leads familiar landmarks, unexpected places, causes question whether high school love meant last ",22.155,"Hello, Goodbye, and Everything in Between",6.3,154,2022,Drama,Romance,,,,,,
3997,3997,0,https://www.outlookindia.com/website/story/outlook-spotlight-know-about-anu-mitras-journey-from-a-small-town-jamshedpur-girl-to-bollywood-film-do-ajnabee/394798,985629,,0,100,en,"ajnabee upcoming indian bollywood film written directed sanjeev kumar rajput producer film anu mitra  arya babbar, aman verma, anu mitra seen lead role film ",22.147,Do Ajnabee,0.0,0,2022,empty,,,,,,,
3998,3998,0,,700348,tt11497326,0,108,en,"story maddie leaves hometown united states sensual streets barcelona seize opportunity internship erotic filmmaker erika lust  first, overwhelmed new life new job, new experiences people confronted with  soon, sparked dreamy roommate michael new friends, shy all american girl experiences sexual awakening could never imagined wildest dreams  meanwhile, sister paisely worried disappearance makes mission find her  paisley succeed lured heat european summer  tale sexual awakenings, erotic desire, curiosity pleasure  summer lust ",22.147,The Intern - A Summer of Lust,5.2,8,2019,Drama,,,,,,,
4000,4000,76000000,http://www.universalstudiosentertainment.com/children-of-men/,9693,tt0206634,70595464,109,en,"2027, chaotic world humans longer procreate, former activist agrees help transport miraculously pregnant woman sanctuary sea, child's birth may help scientists save future humankind ",22.147,Children of Men,7.6,6121,2006,Action,Drama,ScienceFiction,Thriller,,,,
4001,4001,2800000,,3034,tt0072431,86273333,106,en,"young neurosurgeon inherits castle grandfather, famous dr  victor von frankenstein  castle finds funny hunchback, pretty lab assistant elderly housekeeper  young frankenstein believes work grandfather delusional, discovers book mad doctor described reanimation experiment, suddenly changes mind ",22.14,Young Frankenstein,7.9,2695,1974,Comedy,,,,,,,
4003,4003,3000000,,405775,tt4218696,4500000,90,en,american sniper spotter engage deadly cat and mouse game iraqi sniper ,22.133,The Wall,6.3,757,2017,Drama,Thriller,War,,,,,
4004,4004,5000000,,9871,tt0210070,0,108,en,"story two outcast sisters, ginger brigitte, mindless suburban town bailey downs  night ginger's first period, savagely attacked wild creature  ginger's wounds miraculously heal something quite right  brigitte must save sister save herself ",22.133,Ginger Snaps,6.8,694,2000,Horror,,,,,,,
4005,4005,0,https://www.netflix.com/title/80240798,512025,tt8150814,0,96,en,"countdown graduation begins, students osborne high stalked maniac intent exposing darkest secrets entire town, terrorizing victims wearing life like mask face  mysterious past own, makani friends must discover killer's identity become victims themselves ",22.13,There's Someone Inside Your House,5.5,502,2021,Horror,Mystery,Thriller,,,,,
4006,4006,0,,879444,tt9669176,0,96,en,"accident man back, time must best top assassins world protect ungrateful son mafia boss, save life friend rekindle relationship maniacal father figure ",22.124,Accident Man: Hitman's Holiday,6.9,42,2022,Action,Comedy,Crime,,,,,
4007,4007,55000000,,414419,tt6019206,0,247,en,"assassin shot almost killed ruthless employer, bill, members assassination circle   lives plot vengeance  kill bill  whole bloody affair complete edit two part martial arts action films kill bill  vol  1 kill bill  vol  2  film originally scheduled released one part  however, due film's 4 hour running time, split two parts ",22.123,Kill Bill: The Whole Bloody Affair,7.9,818,2011,Action,Crime,Thriller,,,,,
4008,4008,23000000,,580,tt0093300,51881013,89,en,"another deadly shark attack, ellen brody decides enough new england's amity island moves caribbean join son, michael, family  great white shark followed there, hungry lives ",22.118,Jaws: The Revenge,4.1,836,1987,Adventure,Horror,Thriller,,,,,
4009,4009,31000000,,9475,tt0105323,134095253,156,en,"charlie simms student private preparatory school comes poor family  earn money flight home gresham, oregon christmas, charlie takes job thanksgiving looking retired u s  army officer lieutenant colonel frank slade, cantankerous middle aged man lives niece family ",22.114,Scent of a Woman,7.7,2730,1992,Drama,,,,,,,
4011,4011,10400000,,10493,tt0097162,7825000,96,en,"australian couple take sailing trip pacific forget terrible accident  open sea, dead calm weather conditions, come across ship one survivor seems ",22.107,Dead Calm,6.6,595,1989,Horror,Thriller,,,,,,
4012,4012,50000000,http://www.warnerbros.com/dukes-hazzard/index_splash,6519,tt0377818,110803676,104,en,"cousins, bo luke duke, help eye catching cousin, daisy moonshine running uncle jesse, try save family farm destroyed hazzard county's corrupt commissioner, boss hogg  efforts constantly find 'duke boys' eluding authorities 'the general lee', 1969 orange dodge charger keeps one step ahead dimwitted antics small southern town's sheriff, roscoe p  coltrane ",22.106,The Dukes of Hazzard,5.5,979,2005,Action,Adventure,Comedy,,,,,
4013,4013,3400000,http://thecollector-movie.com/,21407,tt0844479,114000000,88,en,"desperate repay debt ex wife, ex con plots heist new employer's country home, unaware second criminal also targeted property, rigged series deadly traps ",22.099,The Collector,6.6,1223,2009,Horror,Thriller,,,,,,
4015,4015,79000000,http://www.jackandjill-movie.com/,71880,tt0810913,149673788,91,en,"jack sadelstein, successful advertising executive los angeles beautiful wife kids, dreads one event year  thanksgiving visit twin sister jill  jill's neediness passive aggressiveness maddening jack, turning normally tranquil life upside down ",22.095,Jack and Jill,4.3,1819,2011,Comedy,,,,,,,
4016,4016,12000000,,5924,tt0070511,53267000,151,en,"man befriends fellow criminal two begin serving sentence dreadful prison island, inspires man plot escape ",22.092,Papillon,7.8,1591,1973,Crime,Drama,,,,,,
4018,4018,45000000,,10366,tt0176269,10667893,82,en,"luc deveraux, heroic former universal soldier, thrown action again  seth, supercomputer controlled ultra warrior, decides take revenge destroy creators, luc stop it  hell breaks loose luc battles seth deadly team perfect soldiers struggle pits man machine good evil ",22.083,Universal Soldier: The Return,5.8,1017,1999,Action,ScienceFiction,,,,,,
4019,4019,15000000,http://www.bvi.com.tw/movies/lust_caution/main.html,4588,tt0808357,67091915,156,zh,"world war ii, secret agent must seduce assassinate official works japanese puppet government shanghai  mission becomes clouded finds falling love man assigned kill ",22.082,"Lust, Caution",7.2,531,2007,Action,Drama,Romance,Thriller,,,,
4020,4020,0,,1020199,,0,0,bn,md  iqbal action entertainer ,22.074,Revenge,0.0,0,2022,Action,,,,,,,
4021,4021,0,,1061956,tt24176950,0,0,tr,"murat, one rising cops police, who, along dog bal, accompanies duty, goes crime leader, golden",22.07,Dikkat Köpek Var,0.0,0,2022,Comedy,,,,,,,
4022,4022,250000,,25853,tt0285728,144008,101,en,"february 15, 1992 milwaukee, wisconsin, jeffrey dahmer, one world's infamous serial killers, convicted 15 counts murder sentenced 937 years federal prison  movie based events life ",22.069,Dahmer,5.3,241,2002,Crime,Drama,Thriller,,,,,
4023,4023,0,,218746,tt7315746,0,83,ko,"nineteen year old, jin goo enjoys erotic moment thinking pretty english tutor  one day, caught middle embarrassing moment becomes awkward her  however, becomes opportunity starts teaching sex  replationship becomes uncontrollable romance  however, quits tutoring relationship get married  time goes jin goo grown up  he's used thoughtless sex  however, partner benefit gets pregnant meets future mother in law talk marriage  however, beautiful sexy  moves in laws soon breaks marrige due wife's fling  mother in law know make daughter done  jin goo suggests something dangerous   ",22.062,Young Mother,5.0,12,2013,Comedy,Romance,,,,,,
4025,4025,3200000,,805,tt0063522,33395426,138,en,"young couple, rosemary guy, moves infamous new york apartment building, known frightening legends mysterious events, purpose starting family ",22.056,Rosemary's Baby,7.8,3296,1968,Drama,Horror,Thriller,,,,,
4026,4026,0,http://www.kiseiju.com/,282069,tt3345472,0,109,ja,"alien pods come earth and, naturally, start taking human hosts  one pod manages take one human's, shin izumi, right arm  together grow co exist, aliens making meals humans  shin feels must put stop all, alien, migi, see why ",22.047,Parasyte: Part 1,7.1,206,2014,Horror,ScienceFiction,,,,,,
4027,4027,0,,4193,tt0083908,6110000,117,en,opulent beach resort provides scenic background amusing whodunit poirot attempts uncover nefarious evildoer behind strangling notorious stage star ,22.031,Evil Under the Sun,6.9,333,1982,Crime,Drama,Mystery,Thriller,,,,
4028,4028,7600000,https://www.warnerbros.com/movies/police-academy-2-their-first-assignment/,10157,tt0089822,55600000,87,en,"officer carey mahoney cohorts finally graduated police academy hit streets first assignment  question is, ready battle band graffiti tagging terrorists  time tell, sell short cheerful band doltish boys blue ",22.03,Police Academy 2: Their First Assignment,6.0,1260,1985,Comedy,Crime,,,,,,
4029,4029,7000000,http://cakemovie.net/,284276,tt3442006,2360281,102,en,"visions member support group killed herself, woman also suffers chronic pain seeks widower suicide ",22.026,Cake,6.3,816,2014,Drama,,,,,,,
4030,4030,40000000,,9486,tt0274166,160583018,88,en,"lowly pencil pusher working mi7, johnny english suddenly promoted super spy agent one assassinated every agent blown funeral  billionaire entrepreneur sponsors exhibition crown jewels and valuable gems disappear opening night english's watch the newly designated agent must jump action find thief recover missing gems ",22.02,Johnny English,6.2,2937,2003,Action,Adventure,Comedy,,,,,
4031,4031,100000000,,157353,tt2209764,103039258,119,en,"two leading computer scientists work toward goal technological singularity, radical anti technology organization fights prevent creating world computers transcend abilities human brain ",22.018,Transcendence,6.0,4891,2014,Drama,Mystery,ScienceFiction,Thriller,,,,
4032,4032,5500000,,11901,tt0068699,15700000,105,en,"gunfighting stranger comes small settlement lago  gunning three gunmen tried kill him, townsfolk decide hire stranger hold three outlaws way ",22.017,High Plains Drifter,7.4,911,1973,Drama,Mystery,Western,,,,,
4034,4034,16000000,,1541,tt0103074,45361000,130,en,"whilst short weekend getaway, louise shoots man tried rape thelma  due incriminating circumstances, make run thus cross country chase ensues two fugitives  along way, women rediscover strength friendship surprising aspects personalities self strengths trying times ",22.011,Thelma & Louise,7.6,2783,1991,Adventure,Crime,Drama,Thriller,,,,
4035,4035,15000000,,873,tt0088939,146292000,154,en,"epic tale spanning forty years life celie, african american woman living south survives incredible abuse bigotry  celie's abusive father marries equally debasing 'mister' albert johnson, things go bad worse, leaving celie find companionship anywhere can  perseveres, holding dream one day reunited sister africa ",22.011,The Color Purple,7.8,1416,1985,Drama,,,,,,,
4036,4036,60000000,,8814,tt0419706,58072119,105,en,"team space marines known rapid response tactical squad, led sarge, sent science facility mars somebody reports security breach  there, learn alert came test subject, mass murderer purposefully injected alien dna, broke free began killing people  dr  grimm, related team member reaper, informs chromosome mutate humans monsters    highly infectious ",22.01,Doom,5.1,1888,2005,Action,Horror,ScienceFiction,,,,,
4037,4037,60000000,,2043,tt0164334,105178561,104,en,"harrowing death partner, detective best selling author alex cross retreated peace retirement  brilliant criminal kidnaps senator's young daughter, alex lured back action  teamed secret service agent assigned protect missing girl, alex follows serpentine trail clues leads stunning discovery   kidnapper wants ransom ",22.007,Along Came a Spider,6.3,1541,2001,Action,Crime,Mystery,Thriller,,,,
4040,4040,6000000,,9669,tt0218553,31365000,92,ja,"investigating horrifying death boyfriend, mai takano learns videotape haunted spirit disturbing girl named sadako, kills anyone watches exactly one week later  boyfriend’s son, yoichi, starts develop psychic abilities sadako, takano must find way keep boy becoming next victims ",22.004,Ringu 2,5.7,333,1999,Horror,Mystery,ScienceFiction,,,,,
4041,4041,4000000,,213,tt0053125,13275000,136,en,"advertising man roger thornhill mistaken spy, triggering deadly cross country chase ",22.004,North by Northwest,8.0,3432,1959,Mystery,Thriller,,,,,,
4047,4047,0,,724109,tt12944128,0,95,ko,"omnibus movie jealousy man can't stand fact favorite woman slept another man two episodes  episode 1 drinking party led jae hoon, movie director sang min meets hye jin  sang min compliments sleeps favorite hye jin watching movie  next morning, hye jin's friend mina left early job, jae hoon sang min, watching movie together hye jin's bed attracted atmosphere curiosity enjoy 2 1  episode 2 sang min meets school friend ji eun club  foreign friend james showed interest ji eun, sang min suddenly became interested ji eun  night, sang min finds ji eun slept james, visits ji eun's house complex emotions mixed like, anger jealousy confesses likes her ",21.995,Hole-in-law,7.4,5,2020,Romance,,,,,,,
4048,4048,28000000,https://www.sonypictures.com/movies/identity,2832,tt0309698,90259536,90,en,"complete strangers stranded remote desert motel raging storm soon find target deranged murderer  numbers thin out, travelers begin turn other, tries figure killer is ",21.995,Identity,7.2,3221,2003,Mystery,Thriller,,,,,,
4049,4049,66190000,https://www.signature-entertainment.co.uk/film/renegades/,335788,tt4106376,2602149,105,en,"midst balkan wars, squad navy seals attempts unravel long forgotten mystery discovering enormous treasure trove hidden bottom lake serbia ",21.994,Renegades,5.7,280,2017,Action,Thriller,,,,,,
4051,4051,0,,792657,tt13651858,0,82,en,"two years pandemic, group friends throw online party night games, drinking drugs  taking ecstasy pill, things go terribly wrong safety home becomes terrifying raging chaos outside ",21.986,Safer at Home,5.6,121,2021,Horror,Thriller,,,,,,
4052,4052,21000000,,293768,tt1458169,30718107,95,en,mother  in minivan  stops nothing recover kidnapped son ,21.986,Kidnap,6.2,1154,2017,Drama,Thriller,,,,,,
4053,4053,0,https://www.vivamax.net/movie/T98017,990485,tt21293676,0,112,tl,"young couple's sex acts witnessed young man hole  wife seduces him, engage illicit affair  chaos ensues husband learns them ",21.98,Scorpio Nights 3,6.7,6,2022,Thriller,,,,,,,
4054,4054,4500000,,9303,tt0115736,7011317,105,en,"corky, tough female ex convict working apartment renovation chicago building, meets couple living next door, caesar, paranoid mobster, violet, seductive girlfriend, immediately attracted her ",21.979,Bound,7.2,723,1996,Drama,Thriller,,,,,,
4055,4055,1355000,,28942,tt0078908,5000000,92,en,"man tries uncover unconventional psychologist's therapy techniques institutionalized wife, series brutal attacks committed brood mutant children coincides husband's investigation ",21.974,The Brood,6.7,559,1979,Horror,ScienceFiction,,,,,,
4056,4056,100000000,http://www.warnerbros.com/eraser,9268,tt0116213,242295562,115,en,"u s  marshall john kruger erases identities people enrolled witness protection program  current assignment protect lee cullen, who's uncovered evidence weapons manufacturer works selling terrorist groups  kruger discovers there's corrupt agent within program, must guard life trying protect lee's ",21.971,Eraser,6.0,1523,1996,Action,Drama,Mystery,Thriller,,,,
4058,4058,22000000,,496331,tt6277462,0,169,hi,"story shiva   young man brink epic love, girl named isha  world turned upside shiva learns mysterious connection brahmāstra    great power within doesn’t understand yet   power fire ",21.961,Brahmāstra Part One: Shiva,6.7,89,2022,Action,Adventure,Fantasy,,,,,
4059,4059,0,https://www.netflix.com/title/81287254,578908,tt9684220,0,87,en,two pals embark road trip full funny pranks pull real people mayhem ,21.957,Bad Trip,6.0,396,2021,Comedy,,,,,,,
4060,4060,24000000,https://www.netflix.com/title/80242619,514999,tt1618434,0,97,en,"long awaited trip europe, new york city cop hairdresser wife scramble solve baffling murder aboard billionaire's yacht ",21.956,Murder Mystery,6.2,3458,2019,Comedy,,,,,,,
4061,4061,0,,985659,tt15237280,0,20,en,short film shane devon ,21.953,The UFO Girl,0.0,0,2022,empty,,,,,,,
4063,4063,0,https://www.paramountmovies.com/movies/spell,621151,tt10736580,0,91,en,"father survives plane crash rural appalachia, becomes suspicious elderly couple take nurse back health ancient remedies ",21.946,Spell,6.5,313,2020,Fantasy,Horror,Thriller,,,,,
4064,4064,0,,413114,tt0076505,0,101,ca,"group boys girls locked weekend friends house party little little converted orgy  everything sex, also cinematographic digressions, chocolate churros, good humor ",21.94,L'orgia,4.3,4,1978,Comedy,,,,,,,
4069,4069,0,,39412,tt0077497,0,100,fr,emmanuelle architect husband continue amoral lifestyle seychelles  casual dilliance film director starts turn serious husband shows traditional signs jealousy ,21.929,Emmanuelle 3,4.2,43,1977,Drama,Romance,,,,,,
4070,4070,21000000,http://www.freedomwriters.com/,1646,tt0463998,43095175,123,en,"young teacher inspires class at risk students learn tolerance, apply themselves, pursue education beyond high school ",21.924,Freedom Writers,7.9,1892,2007,Crime,Drama,,,,,,
4071,4071,7500000,,10679,tt1034314,10109659,93,en,"last moments world war ii, secret nazi space program evaded destruction fleeing dark side moon  70 years utter secrecy, nazis construct gigantic space fortress massive armada flying saucers ",21.918,Iron Sky,5.7,1368,2012,Action,Comedy,ScienceFiction,,,,,
4073,4073,23000000,,11071,tt0047573,0,94,en,"result nuclear testing, gigantic, ferocious mutant ants appear american desert southwest, father daughter team entomologists join forces state police officer first discovers existence, fbi agent and, eventually, us army eradicate menace, spreads across continent, world ",21.915,Them!,6.9,328,1954,Horror,ScienceFiction,,,,,,
4074,4074,37500000,http://www.ghostsofgirlfriendspastmovie.com/,12556,tt0821640,102223269,115,en,"notorious womanizer connor mead attends brother paul's wedding, forced re evaluate behavior comes face to face ghosts girlfriends past, present, future, along deceased uncle  experience changes attitude allows reconnect first love, jenny ",21.914,Ghosts of Girlfriends Past,6.0,2038,2009,Comedy,Fantasy,Romance,,,,,
4075,4075,28000000,https://www.uphe.com/movies/bring-it-on,1588,tt0204946,90449929,98,en,"toro cheerleading squad rancho carne high school san diego got spirit, spunk, sass killer routine that's sure land national championship trophy sixth year row  newly elected team captain torrance, toros' road total cheer glory takes shady turn discovers perfectly choreographed routines fact stolen ",21.909,Bring It On,6.2,1472,2000,Comedy,,,,,,,
4077,4077,40000000,http://gothikamovie.warnerbros.com/,4970,tt0348836,141591324,98,en,"car crash, criminal psychologist regains consciousness find patient mental institution currently employs her  seems accused murdering husband but memory committing crime  tries regain memory convince co workers innocence, vengeful spirit uses earthly pawn, convinces everyone guilt ",21.905,Gothika,6.1,1924,2003,Horror,Thriller,,,,,,
4079,4079,0,https://www.netflix.com/title/81085815,726208,tt11750282,443458,98,es,"strange death young son new home, daniel hears ghostly plea help, spurring seek renowned paranormal expert ",21.898,Don't Listen,6.6,634,2020,Drama,Horror,Thriller,,,,,
4080,4080,0,,80184,tt1772250,0,92,es,spanish orchestra conductor deals mysterious disappearance girlfriend ,21.895,The Hidden Face,7.3,862,2011,Mystery,Thriller,,,,,,
4081,4081,10000000,https://childsplaythemovie.com,533642,tt8663516,44902237,90,en,"karen, single mother, gifts son andy buddi doll birthday, unaware sinister nature  contemporary re imagining 1988 horror classic ",21.892,Child's Play,6.0,1648,2019,Drama,Horror,ScienceFiction,,,,,
4082,4082,24000000,,688,tt0112579,182016617,135,en,photographer robert kincaid wanders life housewife francesca johnson four days 1960s ,21.89,The Bridges of Madison County,7.7,1782,1995,Drama,Romance,,,,,,
4083,4083,0,http://www.grotesque-movie.jp/,27297,tt1352369,0,73,ja,"unnamed doctor always everything he's ever wanted, made develop extreme depraved needs  kidnaps young couple prime life together forces game torment slowly extinguishes hopes survival ",21.885,Grotesque,5.8,171,2009,Horror,Thriller,,,,,,
4085,4085,30000000,https://www.warnerbros.com/movies/shaft-2019/,486131,tt4463894,21360215,111,en,"jj, aka john shaft jr , may cyber security expert degree mit, uncover truth behind best friend’s untimely death, needs education dad provide  absent throughout jj’s youth, legendary locked and loaded john shaft agrees help progeny navigate harlem’s heroin infested underbelly ",21.878,Shaft,6.5,1462,2019,Action,Crime,,,,,,
4086,4086,0,,11230,tt0080179,0,111,cn,"punished getting trouble, mischievous young man sent train brutal, slovenly old beggar, teaches secret drunken fist ",21.876,Drunken Master,7.4,761,1978,Action,Comedy,,,,,,
4087,4087,68000000,http://dreamcatchermovie.warnerbros.com/,6171,tt0285531,75700000,136,en,"four boyhood pals perform heroic act changed powers gain return  years later, hunting trip maine woods, they're overtaken vicious blizzard harbors ominous presence  challenged stop alien force, friends must first prevent slaughter innocent civilians military vigilante     overcome threat bond unites four them ",21.875,Dreamcatcher,5.6,1514,2003,Drama,Horror,ScienceFiction,Thriller,,,,
4089,4089,0,,974961,tt11552344,0,126,en,"former slave arrives yellowstone city, montana, desolate former boomtown decline, looking place call home  day, local prospector discovers gold   murdered ",21.872,Murder at Yellowstone City,5.6,23,2022,Mystery,Western,,,,,,
4092,4092,24500000,https://www.uphe.com/movies/legend-1986,11976,tt0089469,15502112,94,en,"set timeless mythical forest inhabited fairies, goblins, unicorns mortals, fantastic story follows mystical forest dweller, chosen fate, undertake heroic quest  must save beautiful princess lili defeat demonic lord darkness, world plunged never ending ice age ",21.858,Legend,6.3,996,1985,Adventure,Fantasy,,,,,,
4093,4093,130000,,9462,tt0068935,27000000,100,cn,"tang lung arrives rome help cousins restaurant business  pressured sell property syndicate, stop nothing get want  tang arrives poses new threat syndicate, unable defeat him  syndicate boss hires best japanese european martial artists fight tang, easily finishes off ",21.856,The Way of the Dragon,7.4,911,1972,Action,Crime,,,,,,
4094,4094,0,https://www.vivamax.net/movie/T98633#,1027219,tt22332602,0,107,tl,security guard charmed hot tenant calls ms  f  sexual fantasy take extreme change wife's lives forever ,21.855,Relyebo,5.3,3,2022,Thriller,,,,,,,
4096,4096,4000000,http://www.warnerbros.com/dirty-harry/,984,tt0066999,35976000,102,en,"madman dubbed 'scorpio' terrorizes san francisco, hard nosed cop, harry callahan   famous take no prisoners approach law enforcement   tasked hunting psychopath  harry eventually collars scorpio process rescuing kidnap victim, see walk technicalities  now, maverick detective determined nail maniac himself ",21.855,Dirty Harry,7.5,1994,1971,Action,Crime,Thriller,,,,,
4098,4098,11000000,,10210,tt0140379,16071990,116,en,film adaptation shakespeare's comedy lovers whose romantic affections manipulated fairy magic  setting updated tuscan hill town late 19th century ,21.844,A Midsummer Night's Dream,6.5,298,1999,Comedy,Fantasy,Romance,,,,,
4100,4100,10000000,,814,tt0082010,31973249,97,en,two american tourists england attacked werewolf none locals admit exists ,21.832,An American Werewolf in London,7.4,1945,1981,Comedy,Horror,,,,,,
4101,4101,16000000,http://rememberme-movie.com/,23169,tt1403981,56032889,113,en,"still reeling heartbreaking family event parents' subsequent divorce, tyler hawkins discovers fresh lease life meets ally craig, gregarious beauty witnessed mother's death  couple draws closer, fallout separate tragedies jeopardizes love ",21.83,Remember Me,7.1,3227,2010,Drama,Romance,,,,,,
